item_id	name	desc_id	plural	autosell	description	image_src
2729	peach	907314341	"peaches
"	150	todo: description	todo: image_src
2730	plum wine	164602040	"bottles of plum wine
"	175	todo: description	todo: image_src
2731	shot of pear schnapps	147347330	"shots of pear schnapps
"	175	todo: description	todo: image_src
2732	shot of peach schnapps	321682316	"shots of peach schnapps
"	175	todo: description	todo: image_src
2733	bunch of square grapes	908758815	"bunches of square grapes
"	65	todo: description	todo: image_src
2734	brown sugar cane	790278119		"55
"	todo: description	todo: image_src
2735	sandwich of the gods	646801760	"sandwiches of the godses
"	100	todo: description	todo: image_src
2736	Pan-Dimensional Gargle Blaster	671956082		"200
"	todo: description	todo: image_src
2737	enchanted leopard-print barbell	898724678		"300
"	todo: description	todo: image_src
2738	pile of smoking rags	528170608		"0
"	todo: description	todo: image_src
2739	panty raider camouflage	815529370	"tubes of panty raider camouflage
"	165	todo: description	todo: image_src
2740	Staff of the Walk-In Freezer	403374369	"Staves of the Walk-In Freezer
"	25	todo: description	todo: image_src
2741	boilermaker	717809844		"165
"	todo: description	todo: image_src
2742	steel lasagna	433679934		"0
"	todo: description	todo: image_src
2743	steel margarita	941463343		"0
"	todo: description	todo: image_src
2744	steel-scented air freshener	899745433		"0
"	todo: description	todo: image_src
2745	gremlin mutagen	181938691	"vials of gremlin mutagen
"	124	todo: description	todo: image_src
2746	extra-potent gremlin mutagen	658492681	"vials of extra-potent gremlin mutagen
"	184	todo: description	todo: image_src
2747	chunk of depleted Grimacite	714178698	"chunks of depleted Grimacite
"	0	todo: description	todo: image_src
2748	furniture dolly	623524316	"furniture dollies
"	180	todo: description	todo: image_src
2749	Staff of the Grease Trap	578975886	"Staves of the Grease Trap
"	25	todo: description	todo: image_src
2750	Uranium Omega of Temperance	568822090	"Uranium Omegas of Temperance
"	5000	todo: description	todo: image_src
2751	Lead Zeta of Chastity	773565726	"Lead Zetas of Chastity
"	5000	todo: description	todo: image_src
2752	Aluminum Epsilon of Humility	513161422	"Aluminum Epsilons of Humility
"	5000	todo: description	todo: image_src
2753	Zinc Delta of Tranquility	529261022	"Zinc Deltas of Tranquility
"	5000	todo: description	todo: image_src
2754	Nickel Gamma of Frugality	399113886	"Nickel Gammas of Frugality
"	5000	todo: description	todo: image_src
2755	Iron Beta of Industry	552914658	"Iron Betas of Industry
"	5000	todo: description	todo: image_src
2756	Copper Alpha of Sincerity	348670252	"Copper Alphas of Sincerity
"	5000	todo: description	todo: image_src
2757	Red Balloon of Valor	402579504	"Red Balloons of Valor
"	5000	todo: description	todo: image_src
2758	Purple Horseshoe of Honor	478038118	"Purple Horseshoes of Honor
"	5000	todo: description	todo: image_src
2759	Blue Diamond of Honesty	346885753	"Blue Diamonds of Honesty
"	5000	todo: description	todo: image_src
2760	Green Clover of Justice	325213174	"Green Clovers of Justice
"	5000	todo: description	todo: image_src
2761	Yellow Moon of Compassion	684792550	"Yellow Moons of Compassion
"	5000	todo: description	todo: image_src
2762	Orange Star of Sacrifice	116375988	"Orange Stars of Sacrifice
"	5000	todo: description	todo: image_src
2763	Pink Heart of Spirit	125590014	"Pink Hearts of Spirit
"	5000	todo: description	todo: image_src
2764	Order of the Silver Wossname	783412341	"Orders of the Silver Wossname
"	15000	todo: description	todo: image_src
2765	Harold's bell	356624353		"0
"	todo: description	todo: image_src
2766	solid gold bowling ball	642797054		"5000
"	todo: description	todo: image_src
2767	Crimbo pie	151539537		"80
"	todo: description	todo: image_src
2768	pear tart	954878848		"80
"	todo: description	todo: image_src
2769	peach pie	225193372		"80
"	todo: description	todo: image_src
2770	chunk of rock salt	477113151	"chunks of rock salt
"	145	todo: description	todo: image_src
2771	handful of pine needles	173491862	"handfuls of pine needles
"	125	todo: description	todo: image_src
2772	steamy ruby	979351283	"steamy rubies
"	2500	todo: description	todo: image_src
2773	glacial sapphire	250931608		"2500
"	todo: description	todo: image_src
2774	unearthly onyx	116823791	"unearthly onyxia
"	2500	todo: description	todo: image_src
2775	effluvious emerald	274380204		"2500
"	todo: description	todo: image_src
2776	tawdry amethyst	948533767		"2500
"	todo: description	todo: image_src
2777	filigreed hamethyst earring	630974983		"600
"	todo: description	todo: image_src
2778	filigreed hamethyst necklace	408625270		"600
"	todo: description	todo: image_src
2779	filigreed hamethyst ring	151804649		"600
"	todo: description	todo: image_src
2780	solid baconstone earring	916123995		"600
"	todo: description	todo: image_src
2781	solid baconstone necklace	290023562		"600
"	todo: description	todo: image_src
2782	solid baconstone ring	576789283		"600
"	todo: description	todo: image_src
2783	pulled porquoise earring	154528057		"600
"	todo: description	todo: image_src
2784	pulled porquoise pendant	552153163		"600
"	todo: description	todo: image_src
2785	pulled porquoise ring	454445649		"600
"	todo: description	todo: image_src
2786	Earring of Fire	119227300	"Earrings of Fire
"	3000	todo: description	todo: image_src
2787	Pendant of Fire	770181861	"Pendants of Fire
"	3000	todo: description	todo: image_src
2788	Ring of Fire	943556895	"Rings of Fire
"	3000	todo: description	todo: image_src
2789	Ice-Cold Beerring	796342762		"3000
"	todo: description	todo: image_src
2790	Ice-Cold Aluminum Necklace	814129545		"3000
"	todo: description	todo: image_src
2791	Ice-Cold Beer Ring	237926135		"3000
"	todo: description	todo: image_src
2792	Unspeakable Earring	713045883		"3000
"	todo: description	todo: image_src
2793	Choker of the Ultragoth	427572221	"Chokers of the Ultragoth
"	3000	todo: description	todo: image_src
2794	The Ring	515332886	"copies of The Ring
"	3000	todo: description	todo: image_src
2795	Nose Ring of Putrescence	150735351	"Nose Rings of Putrescence
"	3000	todo: description	todo: image_src
2796	Putrid Pendant	761102703		"3000
"	todo: description	todo: image_src
2797	Ring of the Sewer Snake	665945231	"Rings of the Sewer Snake
"	3000	todo: description	todo: image_src
2798	Mudflap-Girl Earring	689356063		"3000
"	todo: description	todo: image_src
2799	Mudflap-Girl Necklace	980061196		"3000
"	todo: description	todo: image_src
2800	Mudflap-Girl Ring	350379011		"3000
"	todo: description	todo: image_src
2801	vial of Gnomochloric acid	711346519	"vials of Gnomochloric acid
"	250	todo: description	todo: image_src
2802	flask of Gnomochloric acid	878374857	"flasks of Gnomochloric acid
"	500	todo: description	todo: image_src
2803	jug of Gnomochloric acid	916210085	"jugs of Gnomochloric acid
"	2500	todo: description	todo: image_src
2804	vial of hamethyst juice	973209856	"vials of hamethyst juice
"	200	todo: description	todo: image_src
2805	vial of baconstone juice	991129915	"vials of baconstone juice
"	200	todo: description	todo: image_src
2806	vial of porquoise juice	519812747	"vials of porquoise juice
"	200	todo: description	todo: image_src
2807	flask of hamethyst juice	268044453	"flasks of hamethyst juice
"	400	todo: description	todo: image_src
2808	flask of baconstone juice	667126822	"flasks of baconstone juice
"	400	todo: description	todo: image_src
2809	flask of porquoise juice	794819251	"flasks of porquoise juice
"	400	todo: description	todo: image_src
2810	jug of hamethyst juice	283305001	"jugs of hamethyst juice
"	600	todo: description	todo: image_src
2811	jug of baconstone juice	422277399	"jugs of baconstone juice
"	600	todo: description	todo: image_src
2812	jug of porquoise juice	941296170	"jugs of porquoise juice
"	600	todo: description	todo: image_src
2813	Brimstone Beret	380498495		"0
"	todo: description	todo: image_src
2814	Brimstone Bludgeon	327319096		"0
"	todo: description	todo: image_src
2815	Brimstone Bunker	684471956		"0
"	todo: description	todo: image_src
2816	Brimstone Boxers	490270086	"pairs of Brimstone Boxers
"	0	todo: description	todo: image_src
2817	Brimstone Brooch	809754170	"Brimstone Brooches
"	0	todo: description	todo: image_src
2818	Brimstone Bracelet	139800942		"0
"	todo: description	todo: image_src
2819	Grimacite gasmask	702263845		"0
"	todo: description	todo: image_src
2820	Grimacite gat	430222360		"0
"	todo: description	todo: image_src
2821	Grimacite gaiters	220999042	"pairs of Grimacite gaiters
"	0	todo: description	todo: image_src
2822	Grimacite gauntlets	621668246	"pairs of Grimacite gauntlets
"	0	todo: description	todo: image_src
2823	Grimacite go-go boots	169340033	"pairs of Grimacite go-go boots
"	0	todo: description	todo: image_src
2824	Grimacite girdle	170497569		"0
"	todo: description	todo: image_src
2825	Grimacite gown	528443762		"0
"	todo: description	todo: image_src
2826	Staff of the Kitchen Floor	716016442	"Staves of the Kitchen Floor
"	25	todo: description	todo: image_src
2827	anniversary gift box	277422118	"anniversary gift boxes
"	0	todo: description	todo: image_src
2828	loaded dice	448561043		"0
"	todo: description	todo: image_src
2829	really dense meat stack	714527088		"5000
"	todo: description	todo: image_src
2830	digital key lime	608726347		"98
"	todo: description	todo: image_src
2831	star key lime	288002712		"98
"	todo: description	todo: image_src
2832	digital key lime pie	321645219		"123
"	todo: description	todo: image_src
2833	star key lime pie	716860490		"123
"	todo: description	todo: image_src
2834	bottle-rocket crossbow	718987658		"0
"	todo: description	todo: image_src
2835	indie comic hipster glasses	182815586	"pairs of indie comic hipster glasses
"	0	todo: description	todo: image_src
2836	wizard action figure	684142773		"0
"	todo: description	todo: image_src
2837	mint-condition magic wand	288162140		"0
"	todo: description	todo: image_src
2838	yellow glowstick	723026141	"yellow glowstyx
"	0	todo: description	todo: image_src
2839	Periodical Paintbrush	122462796		"0
"	todo: description	todo: image_src
2840	bottle of cooking sherry	534081992	"bottles of cooking sherry
"	65	todo: description	todo: image_src
2841	antique packet of ketchup	688312860	"antique packets of ketchup
"	25	todo: description	todo: image_src
2842	accidental cider	227703670	"jugs of accidental cider
"	65	todo: description	todo: image_src
2843	dire fudgesicle	317424968		"60
"	todo: description	todo: image_src
2844	navel ring of navel gazing	908656927		"0
"	todo: description	todo: image_src
2845	class five ecto-larva	840974863	"class five ecto-larvae
"	0	todo: description	todo: image_src
2846	plastic bib	654355112		"75
"	todo: description	todo: image_src
2847	Dallas Dynasty Falcon Crest shield	406198903		"0
"	todo: description	todo: image_src
2848	Gnomitronic Hyperspatial Demodulizer	601549776		"999
"	todo: description	todo: image_src
2849	shrunken navigator head	157708520		"0
"	todo: description	todo: image_src
2850	moonberry wine cooler	866573652		"22
"	todo: description	todo: image_src
2851	fine aged cheddarwurst	291302826		"28
"	todo: description	todo: image_src
2852	branch from the Great Tree	912429285		"0
"	todo: description	todo: image_src
2853	Phil Bunion's axe	147654849		"0
"	todo: description	todo: image_src
2854	bouquet of swamp roses	336795989		"0
"	todo: description	todo: image_src
2855	huge mosquito proboscis	249414558	"huge mosquito probosciseses
"	50	todo: description	todo: image_src
2856	swamp lolly	366762044	"swamp lollies
"	44	todo: description	todo: image_src
2857	seegar butt	545459465		"36
"	todo: description	todo: image_src
2858	bottled swamp gas	163055284	"bottles of swamp gas
"	32	todo: description	todo: image_src
2859	witch wart	615130611		"65
"	todo: description	todo: image_src
2860	delicious swamp muck	474310124	"globs of delicious swamp muck
"	18	todo: description	todo: image_src
2861	leechknife	364862819	"leechknives
"	62	todo: description	todo: image_src
2862	decomposed boot	379137903	"decomposed beet
"	37	todo: description	todo: image_src
2863	big dribbly candle	507816529		"21
"	todo: description	todo: image_src
2864	stolen meatpouch	168997454	"stolen meatpouches
"	25	todo: description	todo: image_src
2865	beaver spear	212528569		"70
"	todo: description	todo: image_src
2866	shamanic beads	564800741	"strings of shamanic beads
"	80	todo: description	todo: image_src
2867	dilapidated wizard hat	864129917		"72
"	todo: description	todo: image_src
2868	pirate pamphlet	282485397		"150
"	todo: description	todo: image_src
2869	pirate brochure	751847928		"150
"	todo: description	todo: image_src
2870	pirate tract	240521902		"150
"	todo: description	todo: image_src
2871	burnt flower	601551923		"0
"	todo: description	todo: image_src
2872	tiny plastic Naughty Sorceress	562567673	"tiny plastic Naughty Sorceresses
"	0	todo: description	todo: image_src
2873	tiny plastic Ed the Undying	575689216	"tiny plastic Eds the Undying
"	0	todo: description	todo: image_src
2874	tiny plastic Lord Spookyraven	902250233		"0
"	todo: description	todo: image_src
2875	tiny plastic Dr. Awkward	592386410		"0
"	todo: description	todo: image_src
2876	tiny plastic protector spectre	745206047		"0
"	todo: description	todo: image_src
2877	tiny plastic Baron von Ratsworth	583754968	"tiny plastic Barons von Ratsworth
"	30	todo: description	todo: image_src
2878	tiny plastic Boss Bat	603864937		"30
"	todo: description	todo: image_src
2879	tiny plastic Knob Goblin King	751634526		"30
"	todo: description	todo: image_src
2880	tiny plastic Bonerdagon	397311095		"30
"	todo: description	todo: image_src
2881	tiny plastic The Man	432191891	"tiny plastic The Men
"	30	todo: description	todo: image_src
2882	tiny plastic The Big Wisniewski	926215010	"tiny plastic The Big Wisniewski
"	30	todo: description	todo: image_src
2883	tiny plastic Felonia	147843406	"tiny plastic Feloniae
"	30	todo: description	todo: image_src
2884	tiny plastic Beelzebozo	463746964	"tiny plastic Beelzebozoz
"	30	todo: description	todo: image_src
2885	tiny plastic conservationist hippy	813778155	"tiny plastic conservationist hippy
"	30	todo: description	todo: image_src
2886	tiny plastic 7-foot dwarf	603455343	"tiny plastic 7-foot dwarves
"	30	todo: description	todo: image_src
2887	tiny plastic angry bugbear	987461179		"30
"	todo: description	todo: image_src
2888	tiny plastic anime smiley	700046234		"30
"	todo: description	todo: image_src
2889	tiny plastic apathetic lizardman	166334671	"tiny plastic apathetic lizardmen
"	30	todo: description	todo: image_src
2890	tiny plastic astronomer	420842699		"30
"	todo: description	todo: image_src
2891	tiny plastic beanbat	597159660		"30
"	todo: description	todo: image_src
2892	tiny plastic blooper	703859561	"tiny plastic bloopers and practical jokes
"	30	todo: description	todo: image_src
2893	tiny plastic brainsweeper	814422234		"30
"	todo: description	todo: image_src
2894	tiny plastic briefcase bat	732534283		"30
"	todo: description	todo: image_src
2895	tiny plastic demoninja	622612486	"tiny plastic demoninjae
"	30	todo: description	todo: image_src
2896	tiny plastic filthy hippy jewelry maker	708869207		"30
"	todo: description	todo: image_src
2897	tiny plastic drunk goat	612275697		"30
"	todo: description	todo: image_src
2898	tiny plastic fiendish can of asparagus	564384962	"tiny plastic fiendish cans of asparagi
"	30	todo: description	todo: image_src
2899	tiny plastic Gnollish crossdresser	551209796	"tiny plastic Gnollish dresscrossers
"	30	todo: description	todo: image_src
2900	tiny plastic handsome mariachi	240670177	"tiny plastic handsome mariachus
"	30	todo: description	todo: image_src
2901	tiny plastic Knob Goblin bean counter	837731419		"30
"	todo: description	todo: image_src
2902	tiny plastic Knob Goblin harem girl	498853653		"30
"	todo: description	todo: image_src
2903	tiny plastic Knob Goblin mad scientist	859370800		"30
"	todo: description	todo: image_src
2904	tiny plastic Knott Yeti	304857453	"tiny plastic Knott Yetus
"	30	todo: description	todo: image_src
2905	tiny plastic lemon-in-the-box	865063639	"tiny plastic lemon-in-the-boxen
"	30	todo: description	todo: image_src
2906	tiny plastic lobsterfrogman	221471146	"tiny plastic lobsterfrogmen
"	30	todo: description	todo: image_src
2907	tiny plastic ninja snowman	233495620	"tiny plastic ninja snowmen
"	30	todo: description	todo: image_src
2908	tiny plastic Orcish Frat Boy	424240399		"30
"	todo: description	todo: image_src
2909	tiny plastic G Imp	906950259		"30
"	todo: description	todo: image_src
2910	tiny plastic goth giant	304331575		"30
"	todo: description	todo: image_src
2911	tiny plastic cubist bull	171629349	"tiny plastic cubist bull
"	30	todo: description	todo: image_src
2912	tiny plastic scary clown	112707388		"30
"	todo: description	todo: image_src
2913	tiny plastic smarmy pirate	128774472		"30
"	todo: description	todo: image_src
2914	tiny plastic spiny skelelton	298852334		"30
"	todo: description	todo: image_src
2915	tiny plastic Spam Witch	660510194	"tiny plastic Spam Witches
"	30	todo: description	todo: image_src
2916	tiny plastic spooky vampire	597718942		"30
"	todo: description	todo: image_src
2917	tiny plastic taco cat	919891059		"30
"	todo: description	todo: image_src
2918	tiny plastic undead elbow macaroni	353922533	"tiny plastic undead elbow macaronus
"	30	todo: description	todo: image_src
2919	tiny plastic warwelf	639146583	"tiny plastic warwelves
"	30	todo: description	todo: image_src
2920	tiny plastic whitesnake	742447688		"30
"	todo: description	todo: image_src
2921	tiny plastic XXX pr0n	443842833		"30
"	todo: description	todo: image_src
2922	tiny plastic zmobie	856495480		"30
"	todo: description	todo: image_src
2923	tiny plastic Protagonist	742647026	"tiny plastic Protagonistas
"	30	todo: description	todo: image_src
2924	tiny plastic Spunky Princess	552581964	"tiny plastic Spunky Princesses
"	30	todo: description	todo: image_src
2925	tiny plastic topiary golem	864992340		"30
"	todo: description	todo: image_src
2926	tiny plastic senile lihc	369254244	"tiny plastic senile lihc
"	30	todo: description	todo: image_src
2927	tiny plastic Iiti Kitty	933324212	"tiny plastic Iiti Kitties
"	30	todo: description	todo: image_src
2928	tiny plastic Gnomester Blomester	819160169	"tiny plastic Gnomester Blomester
"	30	todo: description	todo: image_src
2929	tiny plastic Trouser Snake	403129267		"30
"	todo: description	todo: image_src
2930	tiny plastic Axe Wound	789848649		"30
"	todo: description	todo: image_src
2931	tiny plastic Hellion	814494520		"30
"	todo: description	todo: image_src
2932	tiny plastic Black Knight	468630833		"30
"	todo: description	todo: image_src
2933	tiny plastic giant pair of tweezers	362699684	"tiny plastic giant pairs of tweezers
"	30	todo: description	todo: image_src
2934	tiny plastic fruit golem	822368333		"30
"	todo: description	todo: image_src
2935	tiny plastic fluffy bunny	173994483	"tiny plastic fluffy bunnies
"	30	todo: description	todo: image_src
2936	miniature castagnets	754113442	"miniature castagnetses
"	75	todo: description	todo: image_src
2937	siesta-ing Casagnova gnome	856434974		"0
"	todo: description	todo: image_src
2938	miniature Jacob's ladder	978816458		"75
"	todo: description	todo: image_src
2939	unemployed hunchbacked minion	501420751		"0
"	todo: description	todo: image_src
2940	Spooky Surprise Egg	523108373		"420
"	todo: description	todo: image_src
2941	Steal This Candy	525080486	"Steal These Candies
"	25	todo: description	todo: image_src
2942	chocolate filthy lucre	512578714		"35
"	todo: description	todo: image_src
2943	Angry Farmer's Wife Candy	802063862	"Angry Farmer's Wife Candies
"	30	todo: description	todo: image_src
2944	the Jickinator	653861412		"0
"	todo: description	todo: image_src
2945	party hat	340531020		"50
"	todo: description	todo: image_src
2946	V for Vivala mask	798085688		"0
"	todo: description	todo: image_src
2947	The Big Book of Pirate Insults	501433602	"Big Books of Pirate Insults
"	250	todo: description	todo: image_src
2948	shot of rotgut	132499327		"50
"	todo: description	todo: image_src
2949	jar of &quot;Creole Lady&quot; marrrmalade	470298832	"jars of &quot;Creole Lady&quot; marrrmalade
"	45	todo: description	todo: image_src
2950	Cap'm Caronch's Map	496366910		"0
"	todo: description	todo: image_src
2951	Orcish Frat House blueprints	265693457		"0
"	todo: description	todo: image_src
2952	blue glowstick	741208497	"blue glowstyx
"	0	todo: description	todo: image_src
2953	charrrm bracelet	956601901		"30
"	todo: description	todo: image_src
2954	tip jar	702310766		"140
"	todo: description	todo: image_src
2955	yam candy	226064200	"yam candies
"	50	todo: description	todo: image_src
2956	cocktail napkin	592935846		"25
"	todo: description	todo: image_src
2957	rum barrel charrrm	465105916		"60
"	todo: description	todo: image_src
2958	tube of cranberry Go-Goo	907207851	"tubes of cranberry Go-Goo
"	40	todo: description	todo: image_src
2959	rum barrel charrrm bracelet	449711949		"90
"	todo: description	todo: image_src
2960	single-serving herbal stuffing	733781495	"single-servings of herbal stuffing
"	30	todo: description	todo: image_src
2961	packet of tofurkey gravy	821168796	"packets of tofurkey gravy
"	20	todo: description	todo: image_src
2962	tofurkey nugget	890505577		"50
"	todo: description	todo: image_src
2963	rigging shampoo	403155627		"0
"	todo: description	todo: image_src
2964	ball polish	426626520		"0
"	todo: description	todo: image_src
2965	mizzenmast mop	350586538		"0
"	todo: description	todo: image_src
2966	Tom's of the Spanish Main Toothpaste	617968819	"tubes of TSM toothpaste
"	55	todo: description	todo: image_src
2967	Swabbie&trade; swab	981906398		"35
"	todo: description	todo: image_src
2968	Oil of Parrrlay	641422046	"tubs of Oil of Parrrlay
"	55	todo: description	todo: image_src
2969	creamsicle	971196776		"55
"	todo: description	todo: image_src
2970	cream stout	411448208	"bottles of cream stout
"	55	todo: description	todo: image_src
2971	curmudgel	122144074		"130
"	todo: description	todo: image_src
2972	grumpy old man charrrm	756065687	"grumpy old men charrrm
"	90	todo: description	todo: image_src
2973	grumpy old man charrrm bracelet	954806283		"120
"	todo: description	todo: image_src
2974	tarrrnish charrrm	252043042	"tarrrnish charrrm
"	90	todo: description	todo: image_src
2975	tarrrnished charrrm bracelet	167193019		"120
"	todo: description	todo: image_src
2976	bilge wine	915332790	"bottles of bilge wine
"	65	todo: description	todo: image_src
2977	witty rapier	891716670		"155
"	todo: description	todo: image_src
2978	yohohoyo	867657127		"165
"	todo: description	todo: image_src
2979	fish-liver oil	272528517		"75
"	todo: description	todo: image_src
2980	booty chest charrrm	926043993		"110
"	todo: description	todo: image_src
2981	booty chest charrrm bracelet	492913997		"140
"	todo: description	todo: image_src
2982	cannonball charrrm	431696985		"110
"	todo: description	todo: image_src
2983	cannonball charrrm bracelet	555275436		"140
"	todo: description	todo: image_src
2984	copper ha'penny charrrm	403269465		"110
"	todo: description	todo: image_src
2985	copper ha'penny charrrm bracelet	560989736		"140
"	todo: description	todo: image_src
2986	silver tongue charrrm	125233552		"110
"	todo: description	todo: image_src
2987	silver tongue charrrm bracelet	133863244		"140
"	todo: description	todo: image_src
2988	bit of clingfilm	531316933	"bits of clingfilm
"	60	todo: description	todo: image_src
2989	clingfilm trousers	469451960	"pairs of clingfilm trousers
"	155	todo: description	todo: image_src
2990	clingfilm cap	694192113		"155
"	todo: description	todo: image_src
2991	clingfilm slippers	341276647		"155
"	todo: description	todo: image_src
2992	clingfilm tangle	317790457		"150
"	todo: description	todo: image_src
2993	vinegar-soaked lemon slice	462198783		"61
"	todo: description	todo: image_src
2994	true grit	788941481		"70
"	todo: description	todo: image_src
2995	buoybottoms	833226772	"pairs of buoybottoms
"	155	todo: description	todo: image_src
2996	grungy flannel shirt	953916516		"155
"	todo: description	todo: image_src
2997	grungy bandana	777587816		"155
"	todo: description	todo: image_src
2998	grassy cutlass	878931923		"155
"	todo: description	todo: image_src
2999	Cap'm Caronch's nasty booty	912251690		"0
"	todo: description	todo: image_src
3000	Cap'm Caronch's dentures	626678451		"0
"	todo: description	todo: image_src
3001	solid gold pegleg	460968634		"500
"	todo: description	todo: image_src
3002	gold lam&eacute; pants	467894345		"110
"	todo: description	todo: image_src
3003	enormous hoop earring	289787123		"130
"	todo: description	todo: image_src
3004	costume sword	820393938		"125
"	todo: description	todo: image_src
3005	rainbow pearl	350201827		"0
"	todo: description	todo: image_src
3006	rainbow pearl earring	281007103		"0
"	todo: description	todo: image_src
3007	rainbow pearl necklace	137836419		"0
"	todo: description	todo: image_src
3008	rainbow pearl ring	555630676		"0
"	todo: description	todo: image_src
3009	Idol of Ak'gyxoth	466991608	"Idols of Ak'gyxoth
"	0	todo: description	todo: image_src
3010	Emblem of Ak'gyxoth	364047670	"Emblems of Ak'gyxoth, you dirty exploiter
"	0	todo: description	todo: image_src
3011	sinister altar fragment	761288804		"1500
"	todo: description	todo: image_src
3012	shimmering rainbow sand	147003205		"1500
"	todo: description	todo: image_src
3013	simple ancient cursed key	555978098		"0
"	todo: description	todo: image_src
3014	ornate ancient cursed key	232669814		"0
"	todo: description	todo: image_src
3015	gilded ancient cursed key	363640532		"0
"	todo: description	todo: image_src
3016	ancient cursed foot locker	189764091		"0
"	todo: description	todo: image_src
3017	ornate ancient cursed chest	387815070		"0
"	todo: description	todo: image_src
3018	gilded ancient cursed chest	598368925		"0
"	todo: description	todo: image_src
3019	all-purpose cleaner	523018058		"55
"	todo: description	todo: image_src
3020	handful of sawdust	668292774	"handfuls of sawdust
"	55	todo: description	todo: image_src
3021	large stone triangle	932212238		"0
"	todo: description	todo: image_src
3022	medium stone triangle	960028209		"0
"	todo: description	todo: image_src
3023	small stone triangle	460043851		"0
"	todo: description	todo: image_src
3024	strange stone pyramid	211072893		"0
"	todo: description	todo: image_src
3025	corpse on the beach	619225682	"corpses on the beaches
"	50	todo: description	todo: image_src
3026	corpsetini	915696450		"50
"	todo: description	todo: image_src
3027	corpsedriver	410047686		"50
"	todo: description	todo: image_src
3028	Corpse Island iced tea	924952398		"50
"	todo: description	todo: image_src
3029	red-headed corpse	356963492		"50
"	todo: description	todo: image_src
3030	kamicorpse-ee	706044279	"kamicorpse-ae
"	50	todo: description	todo: image_src
3031	purple corpsel	365780933	"purple corpsel
"	50	todo: description	todo: image_src
3032	corpsebite	316114182		"50
"	todo: description	todo: image_src
3033	pirate fledges	642596336		"0
"	todo: description	todo: image_src
3034	cursed piece of thirteen	654772088	"cursed pieces of thirteen
"	0	todo: description	todo: image_src
3035	cursed black pearl onion	767383110		"0
"	todo: description	todo: image_src
3036	cursed sea biscuit	216312372		"0
"	todo: description	todo: image_src
3037	cursed bottle of rum	341449116	"cursed bottles of rum
"	0	todo: description	todo: image_src
3038	cursed bottle of black-label rum	264275736	"cursed bottles of black-label rum
"	0	todo: description	todo: image_src
3039	cursed cannonball	173317473		"0
"	todo: description	todo: image_src
3040	cursed voodoo skull	642277267		"0
"	todo: description	todo: image_src
3041	cursed dirty joke scroll	149512464		"0
"	todo: description	todo: image_src
3042	Crimbo P. R. E. S. S. I. E.	622329601		"0
"	todo: description	todo: image_src
3043	metallic foil bow	637200318		"70
"	todo: description	todo: image_src
3044	metallic foil radar dish	501377601		"70
"	todo: description	todo: image_src
3045	nanite-infested gingerbread bugbear	967669535		"0
"	todo: description	todo: image_src
3046	nanite-infested candy cane	190558951		"0
"	todo: description	todo: image_src
3047	nanite-infested fruitcake	203826503		"37
"	todo: description	todo: image_src
3048	nanite-infested eggnog	820385035	"cups of nanite-infested eggnog
"	49	todo: description	todo: image_src
3049	El Vibrato power sphere	517851076		"0
"	todo: description	todo: image_src
3050	cursed eyepatch	331604248	"cursed eyepatches
"	0	todo: description	todo: image_src
3051	cursed cutlass	321086673		"0
"	todo: description	todo: image_src
3052	cursed breeches	797230378		"0
"	todo: description	todo: image_src
3053	mood ring	878474444		"5
"	todo: description	todo: image_src
3054	black candy heart	127960670		"5
"	todo: description	todo: image_src
3055	cymbal syrup	342327364	"bottles of cymbal syrup
"	0	todo: description	todo: image_src
3056	metallic foil cat ears	835251732	"metallic foil cat earses
"	35	todo: description	todo: image_src
3057	nanofiber cloth	990761540	"squares of nanofiber cloth
"	16	todo: description	todo: image_src
3058	iGoogly	767627450	"iGooglies
"	14	todo: description	todo: image_src
3059	theoretical string	358580860	"pieces of theoretical string
"	13	todo: description	todo: image_src
3060	synthetic stuffing	814080491		"15
"	todo: description	todo: image_src
3061	toy hoverpad	255210360		"14
"	todo: description	todo: image_src
3062	LED block	607447171		"17
"	todo: description	todo: image_src
3063	gyroscope	615213794		"35
"	todo: description	todo: image_src
3064	cyborg doll	299906373		"106
"	todo: description	todo: image_src
3065	buckyball	849517459		"31
"	todo: description	todo: image_src
3066	toy maglev monorail	401867098		"185
"	todo: description	todo: image_src
3067	dollhive	339696597		"116
"	todo: description	todo: image_src
3068	toy deathbot	373536943		"79
"	todo: description	todo: image_src
3069	laser cannon	444489922		"0
"	todo: description	todo: image_src
3070	plexifoam chin strap	728473421		"0
"	todo: description	todo: image_src
3071	silicon-infused gluteal shield	921754386		"0
"	todo: description	todo: image_src
3072	carbonite visor	795772115		"0
"	todo: description	todo: image_src
3073	set of Unobtainium straps	748591680	"sets of Unobtainium straps
"	0	todo: description	todo: image_src
3074	polymorphic fastening apparatus	644106227	"polymorphic fastening apparata
"	0	todo: description	todo: image_src
3075	General Assembly Module	268856504		"0
"	todo: description	todo: image_src
3076	laser targeting chip	161453198		"0
"	todo: description	todo: image_src
3077	hi-density nylocite leg armor	764018592	"hi-density nylocite legs armor
"	0	todo: description	todo: image_src
3078	kevlateflocite helmet	967897878		"0
"	todo: description	todo: image_src
3079	Bulky Buddy Box	164132105	"Bulky Buddy Boxen
"	0	todo: description	todo: image_src
3080	teddy borg	447370300		"120
"	todo: description	todo: image_src
3081	marionette collective	746649355		"88
"	todo: description	todo: image_src
